Country Name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Total,country,latitude,longitude,name,code3
Mexico,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,MX,23.634501,-102.552784,Mexico,MEX
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,MT,35.937496,14.375416,Malta,MLT
Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,109,0,0,18,0,0,0,0,0,0,0,0,0,198,ME,42.708678,19.37439,Montenegro,MNE
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MZ,-18.665695,35.529562,Mozambique,MOZ
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MW,-13.254308,34.301525,Malawi,MWI
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,58,MY,4.210484,101.975766,Malaysia,MYS
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,17.607789,8.081666,Niger,NER
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NG,9.081999,8.675277,Nigeria,NGA
Nicaragua,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,72,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,NI,12.865416,-85.207229,Nicaragua,NIC
Netherlands,199,58,21,7,77,255,9,8,51,43,36,108,99,79,93,99,79,95,350,111,5,161,133,205,82,147,293,446,234,244,619,804,664,465,366,184,352,512,763,558,416,455,365,455,627,473,499,614,624,359,284,203,233,331,204,505,1146,1213,446,495,371,546,858,374,631,461,471,1048,438,285,24543,NL,52.132633,5.291266,Netherlands,NLD
Norway,1,30,0,8,0,0,0,0,0,8,38,0,25,55,67,65,80,140,65,53,0,8,31,10,0,8,8,8,93,161,158,278,68,35,0,42,29,54,34,127,85,170,75,51,64,21,4,19,3,5,3,42,92,101,66,6,17,65,118,155,159,151,172,175,164,212,122,153,58,32,4343,NO,60.472024,8.468946,Norway,NOR
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,5,3,0,0,0,0,0,1,2,0,10,7,0,0,0,0,0,34,4,0,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,75,0,0,1,6,4,6,0,167,NZ,-40.900557,174.885971,New Zealand,NZL
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,19,OM,21.512583,55.923255,Oman,OMN
United Nations**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ON,40.73061,-73.935242,United Nations**,ONU
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,15,30,30,0,0,0,0,0,0,1,82,3,0,0,2,0,0,0,0,0,3,1,9,8,9,24,4,0,1,0,0,0,0,0,0,0,1,3,2,1,237,PK,30.375321,69.345116,Pakistan,PAK
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,PA,8.537981,-80.782127,Panama,PAN
Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,PE,-9.189967,-75.015152,Peru,PER
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,PH,12.879721,121.774017,Philippines,PHL
Poland,0,0,0,0,0,0,0,0,0,28,5,5,12,111,237,234,319,309,288,323,268,274,272,158,232,299,406,382,317,229,207,346,211,115,90,130,265,222,232,20,105,55,56,0,131,175,46,21,1,64,47,81,56,81,47,18,282,163,73,75,28,8,24,142,24,3,5,15,21,0,8396,PL,51.919438,19.145136,Poland,POL
North Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,20,29,5,148,250,88,57,65,212,189,58,4,113,131,137,24,41,47,47,81,55,58,73,162,134,47,20,20,20,20,26,5,0,0,0,1,0,0,0,0,0,2401,KP,40.339852,127.510093,North Korea,PRK
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,5,11,105,21,0,4,4,2,0,0,1,0,0,1,1,0,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,46,0,0,0,0,18,7,172,56,3,3,636,PT,39.399872,-8.224454,Portugal,PRT
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,11,65,QA,25.354826,51.183884,Qatar,QAT
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,1,0,0,0,27,44,48,30,91,101,173,99,28,35,52,25,7,5,14,16,29,9,4,11,2,19,3,0,0,24,0,3,8,32,0,2,1,0,108,108,0,0,0,0,0,0,1180,RO,45.943161,24.96676,Romania,ROU
Russia,3985,3770,6018,7988,9024,6194,6442,6661,8192,7968,6364,6368,7701,7030,8908,8666,10304,11702,11217,9892,9822,11233,13393,15663,15429,11408,9583,15248,17683,16954,18041,16883,16184,14664,14001,14374,14708,13386,12322,11749,9895,5640,2605,3439,1475,3891,3571,3347,2040,4264,4503,5291,5746,5169,6288,5229,5159,5535,6253,5066,6275,8730,8261,7986,5527,5990,6841,6015,6506,4718,145717,RU,61.52401,105.318756,Russia,RUS
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,0,0,0,0,13,0,0,0,33,0,0,3,4,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,1,62,0,0,0,3,0,0,0,0,159,SA,23.885942,45.079162,Saudi Arabia,SAU
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,16,SD,12.862807,30.217636,Sudan,SDN
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SN,14.497401,-14.452362,Senegal,SEN
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,0,30,72,0,15,0,25,91,0,0,81,25,87,44,3,3,11,30,0,0,46,23,11,11,0,4,0,65,0,0,0,0,31,25,13,76,1,2,48,47,0,0,0,937,SG,1.352083,103.819836,Singapore,SGP
FMLN (El Salvador)*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SV,13.794185,-88.89653,FMLN (El Salvador)*,SLV
Serbia,0,0,0,0,0,0,17,0,71,0,6,0,0,0,23,31,0,0,0,21,3,23,0,35,0,14,41,75,53,33,112,102,24,47,71,94,8,2,16,18,80,515,32,0,0,0,20,5,0,0,0,11,0,0,0,0,5,5,45,1,31,4,11,11,10,35,23,2,27,0,247,RS,44.016521,21.005859,Serbia,SRB
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,37,97,59,55,10,125,37,53,32,0,46,0,7,22,8,0,0,0,4,1,8,3,18,22,12,0,828,SK,48.669026,19.699024,Slovakia,SVK
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SI,46.151241,14.995463,Slovenia,SVN
Sweden,27,46,64,165,21,105,96,111,280,15,38,45,44,13,22,32,56,55,60,36,262,550,138,15,75,122,70,53,54,263,158,130,125,117,224,209,317,233,515,403,231,156,149,103,111,196,347,102,336,386,359,895,163,515,294,534,390,336,453,409,659,694,478,388,336,175,261,82,159,206,15269,SE,60.128161,18.643501,Sweden,SWE
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SC,-4.679574,55.491977,Seychelles,SYC
Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,2,0,0,0,0,0,0,178,46,1,29,31,0,15,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,20,0,0,0,0,0,0,0,0,0,443,SY,34.802075,38.996815,Syria,SYR
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,TD,15.454166,18.732207,Chad,TCD
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,93,0,0,0,0,0,0,0,0,0,2,2,0,0,112,TH,15.870032,100.992541,Thailand,THA
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,43,19,5,26,42,28,23,82,66,111,63,72,86,143,156,165,248,232,171,265,245,2336,TR,38.963745,35.243322,Turkey,TUR
Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,6,0,0,0,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,16,0,0,2,0,0,4,0,2,0,2,258,TW,23.69781,120.960515,Taiwan,TWN
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,UG,1.373333,32.290275,Uganda,UGA
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,82,236,167,256,558,708,732,270,511,310,306,199,291,531,644,392,433,485,570,1501,674,622,343,486,307,195,91,12064,UA,48.379433,31.16558,Ukraine,UKR
Uruguay,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,UY,-32.522779,-55.765835,Uruguay,URY
United States,1429,4052,6391,9177,5857,6867,8492,8659,9518,7671,6056,6404,5928,9017,12237,11151,8413,7256,8449,11770,9011,11720,10787,12033,12780,15680,15662,14387,14083,9721,10732,13611,14015,13947,11887,10815,11651,12252,11898,11347,10733,12489,14118,13856,11526,11218,10878,14531,15733,11562,7577,5606,4947,5659,6843,6770,7521,7832,6797,6870,8033,8988,9074,7508,9608,9963,9855,12050,10414,10752,692123,US,37.09024,-95.712891,United States,USA
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,126,4,0,0,0,209,209,209,0,0,0,34,68,0,0,0,1111,UZ,41.377491,64.585262,Uzbekistan,UZB
Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,3,40,0,0,0,0,0,0,0,0,0,0,80,VE,6.42375,-66.58973,Venezuela,VEN
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,29,VN,14.058324,108.277199,Viet Nam,VNM
South Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,YE,15.552727,48.516388,South Yemen,YEM
South Africa,0,0,0,0,0,0,0,0,0,8,27,33,0,0,0,0,0,4,0,14,3,5,12,1,2,18,16,0,0,0,39,39,1,0,0,25,25,28,25,0,0,54,75,54,11,17,31,7,22,28,21,37,17,43,72,30,187,127,141,103,235,71,184,103,65,58,74,77,65,145,2476,ZA,-30.559482,22.937506,South Africa,ZAF
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ZM,-13.133897,27.849332,Zambia,ZMB
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,ZW,-19.015438,29.154857,Zimbabwe,ZWE
European Union**,23,12,0,0,0,2,17,17,17,17,17,19,5,1,1,14,1,14,0,0,0,3,12,4,7,15,7,1,12,31,30,42,21,9,2,7,42,2,8,6,10,9,3,38,53,1,75,10,3,2,11,21,16,5,6,42,2,0,35,16,30,3,14,10,26,11,18,14,41,22,0,ZZ,30.602278,-44.134617,European Union**,ZXY
Unknown supplier(s),23,12,0,0,0,2,17,17,17,17,17,19,5,1,1,14,1,14,0,0,0,3,12,4,7,15,7,1,12,31,30,42,21,9,2,7,42,2,8,6,10,9,3,38,53,1,75,10,3,2,11,21,16,5,6,42,2,0,35,16,30,3,14,10,26,11,18,14,41,22,984,ZZ,30.602278,-44.134617,Unknown supplier(s),ZZZ
